C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_038.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_038.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_038.jpg, 0, 0, 0, 3.825081E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_139.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_139.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_139.jpg, 0, 0, 0, 4.5492E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_240.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_240.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_240.jpg, 0, 0, 0, 5.098756E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_341.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_341.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_341.jpg, 0, 0, 0, 7.147076E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_441.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_441.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_441.jpg, 0, 0, 0, 3.806321E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_541.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_541.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_541.jpg, 0, 0, 0, 5.756678E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_643.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_643.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_643.jpg, 0, 0, 0, 3.943453E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_744.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_744.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_744.jpg, 0, 0, 0, 4.676269E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_844.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_844.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_844.jpg, 0, 0, 0, 3.809441E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_00_945.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_00_945.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_00_945.jpg, 0, 0, 0, 4.11232E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_01_045.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_01_045.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_01_045.jpg, 0, 0, 0, 4.701596E-05
C:\Users\phamq\Desktop\Udacity\Data\IMG\center_2026_04_16_21_27_01_145.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\left_2026_04_16_21_27_01_145.jpg, C:\Users\phamq\Desktop\Udacity\Data\IMG\right_2026_04_16_21_27_01_145.jpg, 0, 0, 0, 4.072528E-05
